"subject_id","problemID","session","response","left_lottery"
17,7,1,"Ich habe die Informationen miteinander verglichen und abgewogen.Vielleicht habe ich ja etwas Glück und verliere nichts.","b"
17,8,1,"Ich habe die Informationen verglichen und abgewogen. Die Wahrscheinlichkeit etwas zu verlieren, war bei der gewählten Varinate nicht zu hoch.","b"
17,9,1,"Ich habe geschaut, wo die Wahrscheinlichkeit höher liegt, keinen großen Verlust zu machen.","a"
17,10,1,"Ich habe mir die Informationen angesehen und gesehen, dass die Wahrscheinlichkeit, etwas zu verlieren, nicht zu hoch ist.","a"
17,11,1,"Die Informationen habe ich verglichen und abgewogen. Bei der Variante A ist mir der Gewinn sicherer als bei Variante B","b"
17,12,1,"Ich habe die Informationen gesammelt und gesehen, dass dieser Verlust nicht zu hoch wäre als im Vergleich zu der anderen variante.","a"
17,13,1,"Ich habe die Informationen verglichen und gesehen, dass ich bei variante A doppeltes Glück benötige als im Vergleich zur Variante B.","b"
17,14,1,"ich habe mir beide Lotterien mit den Informationen angesehen. Da es mehr seelisch wehttut, Verlust einzugehen, habe ich mich für die Variante A entschieden.","b"
17,15,1,"Die Informationen habe ich verglichen. 5 Euro zu gwinnen, war die Wahrscheinlichkeit höher.","a"
17,16,1,"Ich habe die Informationen gesammelt und verglichen. Es ist sehr unwahrscheinlich, dass ich hier einen Verlust mache, und wenn, dann ist dieser nicht zu hoch","a"
17,17,1,"ich habe die Informationen gesammelt und verglichen. Bei der Variante b würde ich im schlimmsten fall 0 Euro erzielen. Bei der Variante A habe ich definitiv einen Gewinn.","b"
17,18,1,"Ich habe geschaut, wo ich etwas gewinnen kann. Da die Wahrscheinlichkeit bei B höher war, habe ich mich für B entschieden","a"
17,19,1,"ich habe die Informationen verglichen und es wahrscheinlicher empfunden die 1000 Euro zu erhalten. Hier war die Gewinnwahrscheinlichkeit deutlich höher. Verlieren konnte ich dabei nichts. Der Anreiz war höher.","a"
17,20,1,"Ich habe Informationen verglichen und abgewögen. Die variante A war risikoärmer. bei der Variante B hätte ich im schlimmsten Fall etwas verloren und auch nichts bekommen.","b"
18,1,1,"Sicherer Gewinn in vergleichbarer Höhe.","a"
18,2,1,"Zwar geringere Wahrscheinlichkeit, aber dafür höhere Gewinnchancen.","b"
18,3,1,"Lieber den sicheren Gewinn mitnehmen.","b"
18,4,1,"Da nicht die Möglichkeit besteht Verluste zu machen, lieber die geringerer Wahrscheinlichkeit mit dem höheren Gewinn","b"
18,5,1,"Zwar geringerer Gewinn, dafür aber deutlich höhere Wahrscheinlichkeit.","b"
18,6,1,"Keine Möglichkeit Verluste zu machen, also lieber die höhere mögliche Gewinnsumme.","a"
18,7,1,"Lieber die Chance, gar keinen Verlust zu machen, als einen sicheren Verlust in der Höhe.","b"
18,8,1,"Zwar höhere Wahrscheinlichkeit, aber dafür doch im Verhältnis geringerer Verlust.","b"
18,9,1,"Auch wenn der Verlust höher ist, ist die Wahrscheinlichkeit für diesen doch geringer.","b"
18,10,1,"Auch wenn die Wahrscheinlichkeit minimal höher für einen Verlust ist, ist der Verlust aber dennoch geringer als bei Variante A. Somit habe ich mich für den möglichen geringeren Verlust entschieden.","a"
18,11,1,"sicherer Gewinn erscheint besser, als die Möglichkeit keines GEwinns.","b"
18,12,1,"Bei zusätzlichem Guthaben tut der Verlust weniger weh. Lieber die Wahrscheinlichkeit mit keinem Verlust raus zu gehen, als mit einem sicheren.","a"
18,13,1,"der mögliche Gewinn bei Variante B ist höher und die Wahrscheinlichkeit für diesen auch größer.","b"
18,14,1,"Zusammen geringere Wahrscheinlichkeit einen Verlust zu machen und dann auch jeweils in einer geringeren Höhe","b"
18,15,1,"Im vergleich zu den anderen Summen machen 5€ keinen großen Unterschied, deshalb lieber die Chance auf den deutlich höheren Gewinn","b"
18,16,1,"Im Verhältnis zur anderen SUmme sind die 5€ kein großer Verlust. Auch wenn die Wahrscheinlichkeit für den anderen Verlust sehr gering ist.","a"
18,17,1,"Sicherer Gewinn","b"
18,18,1,"Im Verhältnis sind 2000€ auch sehr viel Geld, deshalb lieber den sicheren Gewinn","a"
18,19,1,"Lieber sicherer Gewinn, als Möglichkeit Verluste zu machen.","b"
18,20,1,"Sinn und Zweck der Lotterie sind Gewinnchancen. Bei einer 100% Wahrscheinlichkeit für 0€ handelt es sich mE nicht um eine Lotterie","b"
19,1,1,"Informationen wurden in der Reihenfolge der Lotterien und deren Inhalten gesammelt. Da bei Lotterie B mehrere Möglichkeiten bestanden, wurden diese Informationen häufiger abgerufen. A wäre zwar die sichere Entscheidung gewesen, da aber bei B die Gewinnmöglichkeiten gleich beziehungsweise ein bisschen höher waren, mit gar nicht so geringen Wahrscheinlichkeiten, ist die Entscheidung auf B gefallen.","b"
19,2,1,"Schritt 1 Informationen sammeln, Schritt 2 vergleichen und 100 Euro mehr gewinn für nur 1% weniger Wahrscheinlichkeit mehr als akzeptabel finden und sich daher für Option A in Schritt 3 entscheiden.","a"
19,3,1,"Prozess zu Beginn gleich. Erst A aufgedeckt, dann B. Diesmal ist die Entscheidung auf die sichere Option gefallen, da sie eine 100% gewinn chance hatte und der monetäre Unterschied nicht so hoch war, dass die Wahrscheinlichkeit das ausgeglichen hätte von Wahrscheinlichkeit A.","a"
19,4,1,"Informationen aufdecken in Schritt 1. In Schritt 2 vergleichen. Hier ist der Denkprozess häufig ist der monetäre Unterschied es Wert im Verhältnis zur Wahrscheinlichkeit risikoreicher zu handeln oder nicht und steht bei höheren Wahrscheinlichkeit ein Verlust oder bleibt das Ergebnis gleich. Da es hier kein Verlust gab und die Wahrscheinlichkeit sich nur um 5% unterschied, der Gewinn aber um 1000 euro, ist die Entscheidung auf B gefallen.","b"
19,5,1,"Erst A aufgedeckt, dann B. Nochmal wiederholt um sicher zu gehen. Zwar war der Gewinn höher bei B aber die Wahrscheinlichkeit auch unausgeglichener. Daher ist die Entscheidung auf A gefallen.","b"
19,6,1,"1. Schritt Informationen aufdecken. 2. Schritt, sich denken, oh je, sehr geringe Wahrscheinlichkeiten aber kein Verlust. 3. Schritt sich dann für den höheren Gewinn entscheiden auch wenn die Wahrscheinlichkeit niedriger ist, daher dass bei beiden Optionen kein Verlust wäre und die Wahrscheinlichkeit sehr hoch ist für das zweite Ergebnis.","a"
19,7,1,"1. Schritt aufdecken der Wahrscheinlichkeiten. 2. Schritt vergleichen. Zwar ist der Verlust höher bei B aber ähnlich wie vor zwei Entscheidungen nicht so hoch, dass es das Risiko auf keinen Verlust wert ist sich im 3. Schritt für B zu entscheiden.","b"
19,8,1,"1. Schritt Informationen aufdecken. 2. Schritt vergleichen. 25% zu 20% hat nicht so ein hohen Unterschied und da sogar der höhere Verlust, die geringere Wahrscheinlichkeit hat, ist die Entscheidung auf Lotterie B gefallen.","b"
19,9,1,"1. Schritt informationen sammeln, 2. schritt vergleichen. Feststellen, dass der geringe Verlust eine hohe Wahrscheinlichkeit hat und sich daher für den höheren Verlust mit geringerer Wahrscheinlichkeit entscheiden.","a"
19,10,1,"1. Schritt Informationen aufdecken, 2. Schritt vergleichen. Besonders, wenn man an die ähnliche vorherige Entscheidung denkt, wo die Gewinne unterschiedlich hoch waren, aber der Wahrscheinlichkeit so gering, hätte man hier nach dem ähnlichen Prinzip handeln können, da aber der Verlust doch wesetlich geringer war, ist hier die Entscheidung um 3. cshritt auf A gefallen.","b"
19,11,1,"1. Schritt Informationen aufdecken. 2. Schritt vergleichen und überlegen, ob das Wissen, dass das Guthaben erhöht wurde, die Entscheidung beeinflusst. Das Wissen, dass das Guthaben erhöht wurde, hat die Entscheidung, glaub ich, nicht beeinflusst. Die 500 euro wären auf jeden Fall die sichere Option gewesen, aber da auf der Gegenseite kein Verlust stand, war die Risikobereitschaft auch höher, als wenn man da wirklich Geld verloren hätte. Häufig hab ich bei solchen Wahrscheinlichkeitssimulationen auch das Gefühl um so länger man spielt um so risikofreudiger wird man.","a"
19,12,1,"1. Schritt Informationen aufdecken. 2. Schritt vergleichen. Im Prinzip ist es ja ähnlich, wie ein paar Wahrscheinlichkeiten voraus. Trotzdem ist mir hier die Entscheidung schwieriger gefallen. Das könnte ich mir damit erklären, dass die Zusatzinformation mit den 2000 euro irgendwie präsenter war, da 500 euro verlust auf 2000 euro nicht ganz so schlimm ist, wie 1000 euro, aber ich hab mich trotzdem für B entschieden, da ich mir selbst in der Erklärung für voher nicht widersprechen wollte. Immerhin gab es ja eine 50% Chance keinen Verlust zu haben.","b"
19,13,1,"Schritt 1 Informationen aufdecken, 2. Schritt vergleichen. Diesmal war es eine schwierige Entscheidung. Einerseits, weil man bei B auf ne 50/50 chance gekommen ist, gewinn oder kein Gewinn aber auf einen geringeren Gewinn auf jeden Fall. Da der Gewinnchance bei B für Gewinn einzeln aber bei der selben Wahrscheinlichkeit lag, wie bei A, hab ich mich diesmal für das Risiko entschieden, da der Gewinn auch höher wäre.","a"
19,14,1,"Das Informationen sammeln fand wieder in der Reihenfolge erst A dann B statt. Jedoch wurden hier mehrmals die Informationen geöffnet um eine Entscheidung zu treffen. Da es bei beiden um einen Verlust ging, wurden jetzt hauptsächlich die Wahrscheinlichkeiten verglichen. Zwar war die Wahrscheinlichkeit, dass man mit keinem Gewinn oder Verlust rausgeht bei B höher, jedoch war der Verlust sehr hoch und mit einer ziemlich hohen Wahrscheinlichkeit. Daher ist die Entscheidung auf A gefallen, da der geringere Verlust oder der neutrale Ausgang zusammen eine höhere Wahrscheinlichkeit hatten und der höhere Verlust dieselbe Wahrscheinlichkeit, wie der ganz hohe verlust aus B.","b"
19,15,1,"Schritt 1 Informationen sammeln, Schritt 2 schmunzeln über den extremen Unterschied der Gewinne, aber die Wahrscheinlichkeit beachten und sich in Schritt 3 für die sichere Option von einem geringen Gewinn entscheiden, statt der sehr sehr sehr geringen Chance auf einen hohen Gewinn.","a"
19,16,1,"1. Schritt Informationen aufdecken. 2. Schritt kurz zögern, da 100% nur 5 Euro zu verlieren nicht so schlimm ist, wie 5000 euro zu verlieren. Da aber die Wahrscheinlichkeit so gering war so viel zu verlieren, sich doch für die Variante entscheiden, wo man allerhöchstwahrscheinlich wenigstens kein Verlust hat , aber auch kein Gewinn.","a"
19,17,1,"Schritt 1 aufdecken, Schritt 2 vergleichen, Schritt 3 feststellen, dass man einfach Risikofreudiger geworden ist und nur eine Gewinnchance als langweilig enmpfindet, Schritt 4 sich daher für A entscheiden.","a"
19,18,1,"Schritt 1 Informationen sammeln, Schritt 2 vergleichen. Dabei feststellen, dass der Gewinn zwar niedriger ist, aber der Verlust es nicht wert wäre und sich daher für die sichere Option entscheiden.","a"
19,19,1,"1. Schritt aufdecken der Informationen, 2. Schritt kurz zögern, da B mit 100% sehr sicher wäre. Da aber der Gewinn doch ordentlich höher ist bei A und die Chance 50/50 stehen, einfach mal auf Risiko gehen. Denke so innerlich bei mir ist alles bis 50/50 chance ok als Risiko, wenn es so sein soll, soll es so sein, wenn nicht, dann nicht.","a"
19,20,1,"1. Schritt Informationen aufdecken. 2. schritt vergleichen. Zwar wäre kein Verlust angenehmer als der hohe Verlust, aber dann hat man auch nicht mal die Chance auf einen Gewinn. Daher im 3. schritt für A entscheiden, da dort wenigstens was gewonnen werden kann und da wieder ein wenig das innere greift, 50/50 haben oder nicht haben.","a"
20,1,1,"Ich habe mir alle Optionen einmal angesehen und dann noch mehrfach die Gewinnoptionen von A. Ich habe mich für A entschieden, weil dort eine mittelmäßige Möglichkeit besteht, mehr Geld als bei B zu gewinnen, während die Wahrscheinlichkeit nichts zu gewinnen, verschwindend gering ist.","a"
20,2,1,"Ich habe mehrfach alle Optionen angeschaut. Da die Zahlen sehr ähnlich sind und es eher schwierig wäre, die Gewinnerwartung im Kopf zu berechnen, habe ich das sein gelassen. Da die Gewinnbeträge ähnlich hoch ist, habe ich mich für die Lotterie entschieden, bei der es wahrscheinlicher ist überhaupt etwas zu gewinnen.","a"
20,3,1,"Ich habe mich für B entschieden, weil dort der mathematische Erwartungswert des Gewinns höher ist. Zudem sind 80% immer noch eine relativ hohe Gewinnwahrscheinlichkeit.","b"
20,4,1,"Obwohl ich die Parallele zu einer anderen Aufgabe mit entsprechenden Verlustbeträge und -wahrscheinlichkeiten erkannt habe, habe ich die Optionen mehrfach angeschaut. Schließlich habe ich mich für A entschieden, weil dort der erwartbare Gewinn höher ist.","a"
20,5,1,"Ich habe mehrfach alle Optionen angeschaut und mich vergewissert, dass die Gewinnerwartung bei beiden Lotterien gleich ist. Meine Entscheidung ist auf B gefallen, weil dort die Wahrscheinlichkeit, überhaupt etwas zu gewinnen, höher ist.","a"
20,6,1,"Ich habe zweimal alle Optionen angeschaut, erst von vorn nach hinten, dann anders herum. Es war schnell ersichtlich, dass der Erwartungswert des Gewinns bei beiden Lotterien gleich ist. Ich habe mich dann für A entschieden, da hier die Wahrscheinlichkeit höher ist überhaupt etwas zu gewinnen. Da bei beiden Lotterien die Gewinnwahrscheinlichkeit sehr gering ist, wollte ich die Wahrscheinlichkeit maximieren überhaupt etwas zu erhalten, selbstr wenn es der kleinere Betrag ist.","b"
20,7,1,"Ich habe erst der Reihenfolge nach alle Gewinnmöglichkeiten angeschaut. Dann habe ich den erwartbaren Gewinn bei B überschlagen (er ist geringer als bei A). Ich habe dann noch mehrfach die Optionen angeschaut ehe ich mich für A entschieden habe aufgrund der mathematischen Gewinnerwartung. Zwar ist die Wahrscheinlichkeit von 20% nichts zu verlieren verlockend, jedoch wiegt sie für mich nicht das deutlich höhere Risiko auf, 1000€ mehr zu verlieren als bei A.","b"
20,8,1,"Ich habe alle Optionen einmal und dann die beiden Optionen mit den Verlustbeträgen und -wahrscheinlichkeit häufiger angeschaut und die Gewinnerwartungen überschlagen. Ich habe mich für B entschieden, weil dort der erwartbare Verlust geringer ist.","a"
20,9,1,"Ich habe alle Optionen einmal angeschaut und mich für A entschieden, weil dort die Wahrscheinlichkeit, überhaupt etwas zu verlieren, geringer ist.","a"
20,10,1,"Ich habe alle Optionen einmal angeschaut und die Parallele zur vorherigen Entscheidung entdeckt. Der Erwartungswert ist wieder gleich. Bei beiden Lotterien ist es sehr unwahrscheinlich etwas zu verlieren. Ich habe mich für B entschieden, da ich dort, in dem unwahrscheinlichen Fall überhaupt etwas zu verlieren, der Betrag weniger hoch wäre. Ich fand diese Entscheidung jedoch sehr schwer.","a"
20,11,1,"Ich habe alle Optionen mehrfach angesehen und mich schließlich für A entschieden, weil ich dort einen Gewinn sicher habe. Der erwartbare Gewinn ist bei beiden Lotterien jedoch gleich.","b"
20,12,1,"Ich habe alle Optionen mehrfach angeschaut und mich für A entschieden, weil dort eine Wahrscheinlichkeit besteht, nichts zu verlieren. Da es zudem ein zusätzliches Guthaben ist, wirkte der mögliche Verlust von 1000€ gegenüber dem sicheren Verlust von 500€ für mich weniger schlimm.","a"
20,13,1,"Ich habe mir alle Möglichkeiten einmal angeschaut und dann die von A erneut. Der erwartbare Gewinn ist wieder gleich und ich habe mich wieder für die Lotterie entschieden, wo die Gewinnwahrscheinlichkeit höher ist.","b"
20,14,1,"Ich habe mir alle Optionen einmal angesehen und die Parallele zu einer anderen Aufgabe entdeckt. Dann habe ich mich gefragt, ob ich jetzt A wählen müsste, weil ich bei der Aufgabe mit den entsprechenden Gewinnen das Pendant zu B genommen habe. Jedoch schreckt mich der höhere Verlustbetrag ab, sodass ich lieber die höhere Wahrscheinlichkeit in Kauf nehme, überhaupt etwas zu verlieren und dafür einen niedrigeren Betrag.","a"
20,15,1,"Ich habe mir alle Optionen angesehen und meine mich zu erinnern, dass es hier schon eine sehr ähnliche Entscheidungsaufgabe gab. Mir ist aufgefallen, dass der Erwartungswert gleich ist, jedoch die Gewinnbeträge sehr unterschiedlich. Die Wahrscheinlichkeit, die 5000€ zu gewinnen ist jedoch verschwindend gering, weshalb ich mich für die Sicherheit der 5€ entschieden habe, da ich so immerhin überhaupt etwas gewinne, was bei B sehr unwahrscheinlich ist.","b"
20,16,1,"Ich habe erst beide Gewinnmöglichkeiten von A angeschaut, dann jene von B. Bei beiden Lotterien beträgt der Erwartungswert des Gewinns -5€. Jedoch spiele ich in der Simulation nur einmal und da ist es extrem unwahscheinlich, dass ich bei A -5000€ gewinne, während ich bei B sicher 5€ verliere. Um dieser Verlustsicherheit zu entgehen, habe ich A gewählt.","a"
20,17,1,"Ich habe mir alle Optionen einmal angesehen und dann A gewählt, weil der Erwartungswert dort höher ist und ich nicht das Risiko in Kauf nehmen möchte, 3000€ zu verlieren. Der mögliche Gewinnbetrag ist nicht derart hoch, dass es mir dieses Risiko wert ist.","b"
20,18,1,"Ich habe die beiden Gewinnmöglichkeiten von A betrachtet und festgestellt, dass die Gewinnerwartung 0€ beträgt. Bei B ist es sicher 2000€ zu gewinnen. Auch wenn ich bei A mehr Geld (3000€) gewinnen könnte, bevorzuge ich die Sicherheit der 2000€ über die möglichen 3000€, die aber auch das Risiko mit sich bringen, -3000€ zu gewinnen.","a"
20,19,1,"Ich habe die Optionen zweimal angeschaut und mich vergewissert, dass der Erwartungswert bei A bei 0€ liegt. Mathematisch gesehen ist daher B ist bessere Wahl. Zudem bevorzuge ich die Sicherheit 1000€ zu gewinnen gegenüber der Chance 3000€ zu gewinnen, welche jedoch auch das 50%ige Risiko mit sich bringt, 3000€ zu verlieren.","a"
20,20,1,"Ich habe mir alle Optionen mehrfach angeschaut. Der Erwartungswert für beide Lotterien ist gleich. Ich habe mich für B entschieden, um zu vermeiden etwas zu verlieren","a"
21,1,1,"Ich habe mich für A entschieden, da hier wieder keine Verluste möglich sind und ich daher den Weg mit der insgesamt betrachteten höheren Auszahlung einschlagen würde.","a"
21,2,1,"Ich habe mich für B entschieden, da die Wahrscheinlichkeiten in beiden Lotterien ca. gleich sind, jedoch in B der Gewinn etwas höher ist. Anfangs war ich indifferent, habe mich dann aber doch für die Lotterie mit der höheren AUszhalung, falls diese eintritt, entschieden. Es sind auch keine Verluste möglich, was für meine Entscheidung wichtig ist.","b"
21,3,1,"Ich habe mich für Lotterie A entschieden, da hier der Gewinn, falls er erzielt wird, höher ist als in Lotterie B. Zwar kann in Lotterie der Fall eintreten, dass ich null Euro erziele, jedoch ist die Wahrscheinlichkeit sehr gering (20%) und übersteigt deutlich die des Gewinns. In Lotterie B habe ich zwar eine sichere positive Auszahlung, jedoch ist diese geringer als in A, weshalb ich mich dann für den risikobehaftete Lotterie (A) entschieden habe.","a"
21,4,1,"Ich kann in beiden Fällen keinen Verlust erzielen und die Wahrscheinlichkeiten utnerscheiden sich nicht stark, zudem ist in A der Gewinn höher, weshalb ich mich dafür entschieden habe.","a"
21,5,1,"Ich habe mich für A entschieden, da hier wieder keine Verluste möglich sind und ich daher den risikoreicheren Weg, jedoch mit einer höheren Auszahlung einschalgen würde.","a"
21,6,1,"Ich habe mich für B entschieden, da hier keine Verluste möglich sind und ich daher den Weg, mit einer zwar etwas unsicheren, aber höheren Auszahlung wählen würde.","b"
21,7,1,"Ich habe mich hier für Lotterie A entschieden, da der Verlust hier geringer ist, als in Lotterie B. Dieser tritt in Lotterie A zu 100% ein, jedoch würde ich hier aufgrund des höheren Verlusts in B, der zwar nicht zu 100% gegeben ist, nicht den risikoreichen Ansatz (B) bevorzugen, sondern den sicheren Weg gehen.","b"
21,8,1,"Die Wahrscheinlichkeiten sind auch hier wieder ähnlich, jedoch sind Verluste möglich, weswegen ich mich für die Lotterie mit dem geringeren Verlust entschieden habe.","a"
21,9,1,"Hierbei habe ich mich für Lotterie A entschieden, da die Wahrscheinlichkeit, keinen Verlust, sondern null Euro, zu erzielen höher ist als in Lotterie B. Zudem ist der Bertrag des möglichen Verlustes in Lotterie A geringer, was sich für mich als vorteilhaft erweist.","a"
21,10,1,"Ich habe mich für Lotterie A entschieden, da die Eintrittswahrscheinlichkeiten ca. gleich sind in beiden Lotterien, jedoch die Höhe des Verlustes in B doppelt so hoch ist, weswegen ich mich für A entschieden habe.","b"
21,11,1,"Ich habe mich für Lotterie B udn gegen A entschieden, dadurch dass hierbei keine Verluste sondern nur ein neutraler Ausgang möglich war. Deswegen würde ich auch hier eher den rsikoreichen Weg einschlagen, in welchem der Gewinn auch doppelt so hoch ist.","b"
21,12,1,"Ich habe mich für B entschieden, dadurch dass ich hier noch die Chance habe null EUR zu erzielen, während ich in A sicher mit einem Verlsut herausgehe.","b"
21,13,1,"Ich habe mich für A entschieden, da hier insgesamt betrachtet, die Wahrscheinlichkeit höher ist, einen Gewinn zu erzielen, wobei dies in B nur bei 25% sicher ist","b"
21,14,1,"Ich habe mich für B entschieden, da hier die Wahrscheinlichkeit höher ist, null EUR zu erzielen. In A habe ich insgesamt betrachtet eine höhere Wahrscheinlichkeit einen Verlust zu erhalten, weswegen ich mich dagegen entschieden habe.","b"
21,15,1,"Ich habe mich für Lotterie B entschieden, da die Wahrscheinlichkeit in Lotterie A einen Gewinn zu erzielen bei nahezu null liegt und das in meinen Augen keine als realistisch einzustufende Option darstellt, weshalb ich die sichere Auszahlung bevorzugen würde, da ich hier einen Gewinn sicher erhalte.","a"
21,16,1,"Ich habe mich für A entschieden, da hier die Wahrscheinlichkeit sehr hoch ist, dass ich null EUR erziele. In B ist nur ein sicherer Verlust möglich, was für mich nicht erstrebenswert ist.","a"
21,17,1,"Ich habe A gewählt, da in B zu gleichen Anteilen und in gleicher Höhe ein Verlust oder Gewinn möglich ist. In A habe ich sicher einen Gewinn.","b"
21,18,1,"Ich habe mich für Lotterie A entschieden, dadurch dass sich die möglichen Gewinne der Lotterien nur um 1000 EUR unterscheiden (der eine Weg jedoch sicher istt), jedoch in B ein hoher Verlust mit der gleichen Eintrittswahrscheinlichkeit (wie vom Gewinn) möglich ist.","b"
21,19,1,"Hier habe ich zunächst alle Informationsfelder aufgedeckt und mich dann für den sicheren (Lotterie B) und gegen den risikobehafteten Weg entschieden. Zwar wäre der Gewinn in Lotterie A höher, jedoch ist die Wahrschienlichkeit geringer, dagegen ist die geringere Aushzalung aber sicher.","a"
21,20,1,"Ich habe mich für Lotterie B entschieden, da die Wahrscheinlichkeit in A einen Gewinn oder einen Verlust zu erzielen genau gleich hoch sind, weshalb ich auf einem sicheren Wege lieber kein Geld erhalte. Dadurch zwar keinen Gewinn erziele, aber auch keinen Verlust","a"
22,1,1,"Sehr einfache Entscheidung, weil die WK nichts zu gewinnen so verschwindend gering ist - die WK dagegen 100€ mehr zu gewinnen recht hoch. Daher Variante A.","a"
22,2,1,"Einfache Entscheidung, da mir der prozentuale Unterschied ziemlich egal ist genau wie die Summe. Ich könnte recht sicher ohne einen Verlust oder Gewinn hier rausgehen, aber im Zweifel nehme ich den höheren Betrag als Gewinn, selbst bei nicht signifikanter geringerer Wahrscheinlichkeit. Die Entscheidung war mir egal.","a"
22,3,1,"Gleiches Vorgehen wie zuvor, allerdings mit leicht längerer Bedenkzeit, um die Beträge und Wahrscheinlichkeiten im Kopf durchzugehen.Ich habe mich für die sicherere Variante A entschieden, da ich zwar nichts verlieren könnte bei B, dafür allerdings einen großen Betrag sicher gewinnen werde bei A.Wäre dort ein größerer Unterschied zwischen dem sicheren Gewinn bei A und dem möglichen Gewinn bei B gewesen, hätte ich mich für B entschieden.","b"
22,4,1,"Einfache Entscheidung. Ich habe die WK der möglichen Gewinnsummen verglichen und mich für Lotterie B entscheiden, da der Gewinnbetrag verhältnismäßig höher ist im Gegensatz zu der niedrigeren WK diesen Betrag zu gewinnen. Ob ich einer aus Vieren oder einer aus Fünfen bin, ist für mich kein sonderlich großer Unterschied, auch unter dem Aspekt, dass ich hier wieder nur gewinnen kann und nichts zu verlieren habe.","b"
22,5,1,"Einfache Entscheidungsfindung, ich habe hauptsächlich die Wahrscheinlichkeiten der möglichen Gewinne und die Höhe der Beträge miteinander verglichen.Im Endeffekt wählte ich Lotterie A, weil ich ohne Geld komme und im schlimmsten Fall ohne Geld gehe. Dafür ist aber der mögliche Gewinnbetrag mit 6000€ bei einer Wahrscheinlichkeit (WK) von 45% sehr attraktiv, auch wenn ich 3000€ mit 90%iger WK eher erreichen würde. Würde bei Lotterie B dann die 10%ige WK eintreffen, hätte ich mich geärgert bei keiner Verlustmöglichkeit nicht gleich das größere Risiko eingegangen zu sein.","a"
22,6,1,"Ähnliche Entscheidungsfindung wie bei der ähnlichen Entscheidung ein paar Fragen zuvor - da waren die Beträge allerdings Verluste und keine Gewinne.Es ist für mich nahezu egal für welche Lotterie ich mich entscheide, da bei beiden die WK so gering ist etwas zu gewinnen. Bei dem WK-Unterschied zwischen beiden möglichen Gewinnbeträgen, wähle ich natürlich lieber den höheren Betrag, da ich eh nichts verlieren kann.","b"
22,7,1,"Gleiches Vorgehen wie vorher, außer dass ich mir die Verlustbeträge noch einmal genauer angeschaut habe.Ich habe die Wahl zwischen sicherem Verlust einer Summe und wahrscheinlichem Verlust einer etwas höheren Summe, aber vielleicht auch keinem Verlust. Die Lotterie B war für mich attraktiver, da ich dort immerhin eine recht moderate Wahrscheinlichkeit KEINES Verlusts vor Augen habe, wenngleich ich dort ziemlich sicher sogar mehr verlieren werde. Der Unterschied ist allerdings nicht zu groß.","b"
22,8,1,"Längste Bedenkzeit bisher, dabei war die Antwort sehr klar für mich.Lotterie B, weil ich bei einem möglichen Verlust lieber weniger Verlust habe, als einen höheren - zumindest bei dieser Ausgangslage. 5% Wahrscheinlichkeitsunterschied sind für mich nicht signifikant.","a"
22,9,1,"Einfache Entscheidung, weil ich hierbei auf die WK des 'Nicht-Verlustes' schaue.Variante A, weil ich zwar DOPPELT soviel VIELLEICHT verliere, aber bei B die Hälfte so gut wie sicher verlieren werde. Das Risiko gehe ich ein und bin erleichtert, wenn die 0 kommt.","a"
22,10,1,"Längere Bedenkzeit, aber gleiches Vorgehen wie zuvor.Ich war für Lotterie A, weil der Wahrscheinlichkeitsunterschied zwischen Verlust A und Verlust B verschwindend gering ist. Da verliere ich möglicherweise lieber weniger Geld, auch wenn die prozentuale Wahrscheinlichkeit höher liegt. 0,1% Unterschied ist für mich aber so gut wie kein Unterschied.","b"
22,11,1,"Schwierigere Entscheidung, da ich nicht genau weiß, warum ich 1000€ riskieren sollte, um es möglicherweise zu behalten oder sogar zu verlieren. Daher nehme ich Lotterie B, um mit Sicherheit die Hälfte dieses Geldes mit nach Hause nehme.","a"
22,12,1,"Einfache Entscheidung, da ich am Ende der Lotterie auf jeden Fall noch Geld haben werde und nicht alles verliere.Ich habe mich für A entschieden, weil ich nicht einsehe, etwas sicher zu verlieren, sondern lieber das Risiko eingehe zwar mehr verlieren zu können, aber bei relativ großer WK auch gar nichts zu verlieren. Das Wissen zu besitzen, nach irgendeiner Entscheidung überhaupt noch Geld davon zu besitzen, macht es einfacher das Risiko einzugehen.","a"
22,13,1,"Recht einfache Entscheidungsfindung.Lotterie A, weil ich sowieso nur gewinnen kann. Bei Lotterie B habe ich eine WK von 50% überhaupt etwas zu gewinnen - bei A halt die halbe WK bei einem höheren Betrag, da wähle ich den höheren Betrag über die WK. Ob ich einer aus Zweien oder einer aus Vieren bin ist für mich unter dem Aspekt, dass ich kein Geld verlieren kann, das Risiko Wert einzugehen.","a"
22,14,1,"Ganz oder gar nicht lautet hier die Entscheidung. Etwas schwieriger für mich zu entscheiden, aber dennoch sicher.Ich wähle Lotterie A, weil die WK nichts zu verlieren deutlich höher ist, als die WK bei B nichts zu verlieren. Mir stellt sich die Frage: Möchte ich überhaupt Geld verlieren? Die Antwort: Nein. Die WK, dass ich bei B überhaupt etwas verliere ist aber doppelt so hoch wie bei A.","a"
