"y","aX1","aX2","aX3","bX1","bX2","bX3","aP1","aP2","aP3","bP1","bP2","bP3","problemID","subject_id","left_lottery","domain","type","session"
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,15,"a","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,15,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,15,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,15,"a","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,15,"b","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,15,"b","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,15,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,15,"b","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,15,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,15,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,15,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,15,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,15,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,15,"a","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,16,"b","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,16,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,16,"b","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,16,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,16,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,16,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,16,"b","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,16,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,16,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,16,"a","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,16,"a","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,16,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,16,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,16,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,16,"a","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,16,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,16,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,16,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,16,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,16,"b","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,17,"a","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,17,"b","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,17,"b","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,17,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,17,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,17,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,17,"b","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,17,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,17,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,17,"a","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,17,"b","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,17,"a","loss","risk_safe",1
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,17,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,17,"b","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,17,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,17,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,17,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,17,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,17,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,17,"b","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,18,"a","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,18,"b","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,18,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,18,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,18,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,18,"a","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,18,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,18,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,18,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,18,"a","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,18,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,18,"a","loss","risk_safe",1
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,18,"b","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,18,"b","loss","risk_risk",1
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,18,"b","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,18,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,18,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,18,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,18,"b","mixed","risk_safe",1
1,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,18,"b","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,19,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,19,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,19,"a","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,19,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,19,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,19,"a","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,19,"b","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,19,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,19,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,19,"b","loss","risk_risk",1
1,1000,0,0,500,0,0,50,50,0,100,0,0,11,19,"a","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,19,"b","loss","risk_safe",1
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,19,"a","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,19,"b","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,19,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,19,"a","loss","risk_safe",1
1,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,19,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,19,"a","mixed","risk_safe",1
1,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,19,"a","mixed","risk_safe",1
1,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,19,"a","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,20,"a","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,20,"a","gain","risk_risk",1
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,20,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,20,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,20,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,20,"b","gain","risk_risk",1
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,20,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,20,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,20,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,20,"a","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,20,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,20,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,20,"b","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,20,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,20,"b","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,20,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,20,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,20,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,20,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,20,"a","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,21,"a","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,21,"b","gain","risk_risk",1
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,21,"a","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,21,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,21,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,21,"b","gain","risk_risk",1
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,21,"b","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,21,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,21,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,21,"b","loss","risk_risk",1
1,1000,0,0,500,0,0,50,50,0,100,0,0,11,21,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,21,"b","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,21,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,21,"b","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,21,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,21,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,21,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,21,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,21,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,21,"a","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,22,"a","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,22,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,22,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,22,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,22,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,22,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,22,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,22,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,22,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,22,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,22,"a","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,22,"a","loss","risk_safe",1
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,22,"a","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,22,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,22,"b","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,22,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,22,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,22,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,22,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,22,"a","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,23,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,23,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,23,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,23,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,23,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,23,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,23,"a","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,23,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,23,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,23,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,23,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,23,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,23,"a","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,23,"b","loss","risk_risk",1
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,23,"a","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,23,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,23,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,23,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,23,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,23,"a","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,24,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,24,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,24,"a","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,24,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,24,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,24,"a","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,24,"a","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,24,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,24,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,24,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,24,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,24,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,24,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,24,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,24,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,24,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,24,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,24,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,24,"a","mixed","risk_safe",1
1,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,24,"a","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,25,"b","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,25,"b","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,25,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,25,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,25,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,25,"a","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,25,"b","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,25,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,25,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,25,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,25,"a","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,25,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,25,"a","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,25,"b","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,25,"a","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,25,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,25,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,25,"b","mixed","risk_safe",1
1,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,25,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,25,"b","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,26,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,26,"b","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,26,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,26,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,26,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,26,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,26,"a","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,26,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,26,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,26,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,26,"a","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,26,"b","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,26,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,26,"a","loss","risk_risk",1
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,26,"b","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,26,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,26,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,26,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,26,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,26,"b","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,27,"a","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,27,"a","gain","risk_risk",1
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,27,"a","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,27,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,27,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,27,"b","gain","risk_risk",1
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,27,"a","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,27,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,27,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,27,"a","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,27,"a","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,27,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,27,"a","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,27,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,27,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,27,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,27,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,27,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,27,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,27,"b","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,28,"a","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,28,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,28,"b","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,28,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,28,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,28,"a","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,28,"a","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,28,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,28,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,28,"b","loss","risk_risk",1
1,1000,0,0,500,0,0,50,50,0,100,0,0,11,28,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,28,"b","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,28,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,28,"b","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,28,"b","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,28,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,28,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,28,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,28,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,28,"a","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,29,"a","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,29,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,29,"b","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,29,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,29,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,29,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,29,"b","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,29,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,29,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,29,"a","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,29,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,29,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,29,"b","gain","risk_risk",1
